SEARCH,SEARCH_TYPE,WOS_ID,TITLE,DOI,EXTRACTED_BY,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,,,
Search_1,Ecological complexity,WOS_000324606900021,Environmental Sustainability and Ecological Complexity: Developing an Integrated Approach to Analyse the Environment and Landscape Potentials to Promote Sustainable Development,,Stefano,J,"Masnavi, MR",,,,"Masnavi, M. R.",,,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,,,English,Article,,,,,,Sustainable development; Landscape; Ecology Complexity; Theory; Environment,MANAGEMENT; COUNTRIES; POLICY,"The notion of Sustainable Development has rapidly gained considerable attention since the last decades of the twentieth century It has become a locus for global paradigm shift on environment and development issues particularly after Rio Conference in 1992. The comparative analysis of Agenda 21 and major UN documents, MDG, and RIO+20 as well as some major sources are made to provide a context for the assessment of landscape and environment importance for achieving sustainability. Study showed almost half of the Agenda 21 is devoted to the Environmental problems, landscape issues and protection of nature and natural resources. Landscape ecology and ecological complexity theories have been widely used in recent decades to analyze natural systems and artificial phenomena to predict the future behavior of systems; and to provide better solutions for balanced interactions of human and living organisms at larger scales. The paper investigated landscape ecology and complexity theory potentials for better understanding landscape system and its nature as an ever changing semi-living phenomenon, which plays a key role for the life of inhabitants of the planet. Using an integrated approach and analyses, this research is to develop the ecological dimensions of landscape as framework for the contribution of landscape ecology and ecological complexity towards achieving sustainable development. Analyses led the paper postulates the new dimensions: Transformation complexity and Accumulation complexity; and reveals Ecosystem complexity and Biocomplexity to expand the current dimensions of ecological complexity, with their effects on the landscape systems, environmental sustainability and hence sustainable development.","Univ Tehran, Grad Fac Environm, Tehran, Iran","Masnavi, MR (corresponding author), Univ Tehran, Grad Fac Environm, POB 14155-6135, Tehran, Iran.",masnavim@ut.ac.ir,"Masnavi, Mohammad Reza/K-7190-2018","Masnavi, Mohammad Reza/0000-0003-0259-8934","Office of International Relations; Office of Vice-President Research and Technology, University of Tehran","The Author is thankful to the Office of International Relations, and Office of Vice-President Research and Technology, University of Tehran for their helps and supports in conducting this research. Author would also like to thank Professor David Brown, the Head of School of Urban Planning, Professor Raphael Fischler, and Professor Madhav Badami, all at School of Urban Planning, McGill University-Canada, for their kind helps and supports, and also scientific exchange during the period of my sabbatical at McGill University in summer and fall 2009.",,46,12,12,1,26,UNIV TEHRAN,TEHRAN,"GRADUATE FAC ENV, NO 20 GHODS ST, ENGHELAB AVE, PO BOX 14155-6135, TEHRAN, 00000, IRAN",1735-6865,,,INT J ENVIRON RES,Int. J. Environ. Res.,FAL,2013,7,4,,,,,995,1006,,,,12,Environmental Sciences,Environmental Sciences & Ecology,220SJ,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000493729600181,Quantification of ecological complexity and resilience from multivariate biological metrics datasets using singular value decomposition entropy,10.1016/j.mex.2019.07.020,Emma_scrape,J,"Ginebreda, A; Sabater-Liesa, L; Barcelo, D",,,,"Ginebreda, Antoni; Sabater-Liesa, Laia; Barcelo, Damia",,,METHODSX,,,English,Article,,,,,,Ecological resilience; Ecological complexity; Singular value decomposition; Singular value entropy; River phytoplankton; Ebro River,STOCK-MARKET; COMMUNITIES; RIVER,"The concept of resilience has become popular in many disciplines far beyond its original use in the field of ecology. Despite of its wide use, it has received different definitions not always coincident. Such ambiguity is still more evident in its quantitative characterization. Most of the available methods are heavily context dependent and often difficult to apply in the practice. Here, we propose to define and calculate resilience starting from the data matrices resulting from multivariate measurements of different biological metrics. The resilience between two field scenarios (each one characterized by their corresponding datasets) can be conveniently captured as the difference between its respective data complexities. Complexity is quantified by means of the entropy associated to the spectral distribution of the singular values of each data matrix. The method proposed has been illustrated with a case study in which the resilience of a river (Ebro River, NE Spain) is calculated comparing six biological metrics associated to the phytoplankton, upstream and downstream to a series of large reservoirs that alter the natural river flow regime. (C) 2019 The Author(s). Published by Elsevier B.V.","[Ginebreda, Antoni; Sabater-Liesa, Laia; Barcelo, Damia] Inst Environm Assessment & Water Res, Dept Environm Chem, IDAEA, CSIC, Jordi Girona 18-26, Barcelona 08034, Spain; [Barcelo, Damia] Catalan Inst Water Res ICRA, Carrer Emili Grahit 101, Girona 17003, Spain","Ginebreda, A (corresponding author), Inst Environm Assessment & Water Res, Dept Environm Chem, IDAEA, CSIC, Jordi Girona 18-26, Barcelona 08034, Spain.",agmqam@cid.csic.es; laia.sabater@idaea.csic.es; Dbcqam@cid.csic.es,,"Barcelo, Damia/0000-0002-8873-0491",EU FP7 project GLOBAQUA [603629]; Generalitat de CatalunyaGeneralitat de Catalunya,This study has been financially supported by the EU FP7 project GLOBAQUA [Grant Agreement No. 603629] and by the Generalitat de Catalunya [Consolidated Research Groups: 2017 SGR 01404-Water and Soil Quality Unit].,,23,0,0,0,0,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,2215-0161,,METHODSX,MethodsX,,2019,6,,,,,,1668,1676,,,,9,Multidisciplinary Sciences,Science & Technology - Other Topics,JI8QZ,31384567,"Green Published, gold",,,9/23/21,,,
Search_1,Ecological complexity,WOS_000447947600009,High ecological complexity in benthic Ediacaran communities,10.1038/s41559-018-0663-7,Emma_scrape,J,"Darroch, SAF; Laflamme, M; Wagner, PJ",,,,"Darroch, Simon A. F.; Laflamme, Marc; Wagner, Peter J.",,,NATURE ECOLOGY & EVOLUTION,,,English,Article,,,,,,,SOUTH-AUSTRALIA; MISTAKEN POINT; ABUNDANCE DISTRIBUTIONS; ANIMAL COMMUNITIES; FOSSIL ASSEMBLAGES; BIOTA; NEWFOUNDLAND; DIVERSITY; EVOLUTION; ORGANISM,"A long-running debate over the affinities of the Neoproterozoic 'Ediacara biota' has led to contrasting interpretations of Ediacaran ecosystem complexity. A 'simple' model assumes that most, if not all, Ediacaran organisms shared similar basic ecologies. A contrasting 'complex' model suggests that the Ediacara biota more likely represent organisms from a variety of different positions on the eukaryotic tree and thus occupied a wide range of different ecologies. We perform a quantitative test of Ediacaran ecosystem complexity using rank abundance distributions (RADs). We show that the Ediacara biota formed complex-type communities throughout much of their stratigraphic range and thus likely comprised species that competed for different resources and/or created niche for others ('ecosystem engineers'). One possible explanation for this pattern rests in the recent inference of multiple metazoan-style feeding modes among the Ediacara biota; in this scenario, different Ediacaran groups/clades were engaged in different methods of nutrient collection and thus competed for different resources. This result illustrates that the Ediacara biota may not have been as bizarre as it is sometimes suggested, and provides an ecological link with the animal-dominated benthic ecosystems of the Palaeozoic era.","[Darroch, Simon A. F.] Vanderbilt Univ, 221 Kirkland Hall, Nashville, TN 37235 USA; [Laflamme, Marc] Univ Toronto Mississauga, Mississauga, ON, Canada; [Wagner, Peter J.] Univ Nebraska, Lincoln, NE USA","Darroch, SAF (corresponding author), Vanderbilt Univ, 221 Kirkland Hall, Nashville, TN 37235 USA.",simon.a.darroch@vanderbilt.edu,/AAD-1732-2020,"Darroch, Simon/0000-0003-1922-7136",Smithsonian Institution Peter Buck Postdoctoral Fellowship; National Geographic Research and Exploration GrantNational Geographic Society [9241-13],"S.A.F.D. was funded by a Smithsonian Institution Peter Buck Postdoctoral Fellowship. M.L. and S.A.F.D. also acknowledge generous funding from a National Geographic Research and Exploration Grant (9241-13), which allowed collection of Ediacaran population data from Namibia. This is Paleobiology Database Publication 318.",,70,14,14,1,26,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",2397-334X,,,NAT ECOL EVOL,Nat. Ecol. Evol.,OCT,2018,2,10,,,,,1541,1547,,,,7,Ecology; Evolutionary Biology,Environmental Sciences & Ecology; Evolutionary Biology,GX7KE,30224815,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000485940100015,"Sustainable Development, Ecological Complexity, and Environmental Values",,Stefano,B,,,"Ayestaran, I; Onaindia, M",,,,,"SUSTAINABLE DEVELOPMENT, ECOLOGICAL COMPLEXITY, AND ENVIRONMENTAL VALUES",Current Research Series,,English,Book,,,,,,,,,,,,,,,,,0,0,0,0,0,"WILLIAM A DOUGLASS CENTER BASQUE STUDIES UNIV NEVADA, RENO",RENO,"1664 N VIRGINIA ST, MS 2322, RENO, NV 89557 USA",,,978-1-935709-35-0,CURRENT RES SER,,,2013,10,,,,,,1,223,,,,225,Development Studies; Environmental Studies,Development Studies; Environmental Sciences & Ecology,BN6NG,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000446288300007,Ecological complexity in the Rosennean framework,10.1016/j.ecocom.2017.05.003,Emma_scrape,J,"Vandermeer, J; Perfecto, I",,,,"Vandermeer, John; Perfecto, Ivette",,,ECOLOGICAL COMPLEXITY,,,English,Article,,,,,,Dialectical complexity; Coffee; Tribolium,STRATEGY,"Rosen's mathematical framing of the nature of complexity can be summarized qualitatively as simple systems are reducible to models that correspond precisely to nature while complex systems are not reducible in this manner. We use two examples, Tribolium laboratory populations and the pest control system in coffee agroecosystems to argue that either a very simple system or a very complicated system cannot be reduced to a series of simple systems and thus conform to Rosennean complexity. We further suggest that alternative framings, specifically dialectical complexity, may be equally useful. (C) 2017 Elsevier B.V. All rights reserved.","[Vandermeer, John] Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA; [Vandermeer, John] Univ Michigan, Program Environm, Ann Arbor, MI 48109 USA; [Perfecto, Ivette] Univ Michigan, Sch Nat Resources & Environm, Ann Arbor, MI 48109 USA","Vandermeer, J (corresponding author), Univ Michigan, Dept Ecol & Evolutionary Biol, Ann Arbor, MI 48109 USA.",jvander@umich.edu,,,,,,9,3,3,0,5,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",1476-945X,1476-9840,,ECOL COMPLEX,Ecol. Complex.,SEP,2018,35,,,,SI,,45,50,,,,6,Ecology,Environmental Sciences & Ecology,GV7FV,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000079228600024,Untangling ecological complexity the macroscopic perspective,,NOT FOUND,J,"Hanski, I",,,,"Hanski, I",,,SCIENCE,,,English,Book Review,,,,,,,,,"Univ Helsinki, Dept Systemat & Ecol, Metapopulat Res Grp, FIN-00014 Helsinki, Finland","Hanski, I (corresponding author), Univ Helsinki, Dept Systemat & Ecol, Metapopulat Res Grp, POB 17, FIN-00014 Helsinki, Finland.",,,,,,,5,4,4,0,8,AMER ASSOC ADVANCEMENT SCIENCE,WASHINGTON,"1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA",0036-8075,,,SCIENCE,Science,mar. 19,1999,283,5409,,,,,1858,1860,,,,3,Multidisciplinary Sciences,Science & Technology - Other Topics,177UC,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000234546300023,Ecology - Complexities of coral reef recovery,10.1126/science.1122951,Emma_scrape,J,"Hoegh-Guldberg, O",,,,"Hoegh-Guldberg, O",,,SCIENCE,,,English,Editorial Material,,,,,,,RESERVES,,"Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia","Hoegh-Guldberg, O (corresponding author), Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia.",oveh@uq.edu.au,"Hoegh-Guldberg, Ove/ABA-5420-2020; Hoegh-Guldberg, Ove/H-6169-2011","Hoegh-Guldberg, Ove/0000-0001-7510-6713; Hoegh-Guldberg, Ove/0000-0001-7510-6713",,,,6,13,20,1,12,AMER ASSOC ADVANCEMENT SCIENCE,WASHINGTON,"1200 NEW YORK AVE, NW, WASHINGTON, DC 20005 USA",0036-8075,1095-9203,,SCIENCE,Science,jan. 6,2006,311,5757,,,,,42,43,,,,2,Multidisciplinary Sciences,Science & Technology - Other Topics,001ON,16400136,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000306278900038,Disentangling nestedness from models of ecological complexity,10.1038/nature11214,Emma_scrape,J,"James, A; Pitchford, JW; Plank, MJ",,,,"James, Alex; Pitchford, Jonathan W.; Plank, Michael J.",,,NATURE,,,English,Article,,,,,,,MUTUALISTIC NETWORKS; ARCHITECTURE; BIODIVERSITY; ECOSYSTEMS; STABILITY,"Complex networks of interactions are ubiquitous(1) and are particularly important in ecological communities, in which large numbers of species exhibit negative (for example, competition or predation) and positive (for example, mutualism) interactions with one another. Nestedness in mutualistic ecological networks is the tendency for ecological specialists to interact with a subset of species that also interact with more generalist species(2). Recent mathematical and computational analysis has suggested that such nestedness increases species richness(3,4). By examining previous results and applying computational approaches to 59 empirical data sets representing mutualistic plant-pollinator networks, we show that this statement is incorrect. A simpler metric-the number of mutualistic partners a species has-is a much better predictor of individual species survival and hence, community persistence. Nestedness is, at best, a secondary covariate rather than a causative factor for biodiversity in mutualistic communities. Analysis of complex networks should be accompanied by analysis of simpler, underpinning mechanisms that drive multiple higher-order network properties.","[James, Alex; Plank, Michael J.] Univ Canterbury, Biomath Res Ctr, Christchurch 8040, New Zealand; [Pitchford, Jonathan W.] Univ York, York Ctr Complex Syst Anal, York YO10 5DD, N Yorkshire, England; [Pitchford, Jonathan W.] Univ York, Dept Biol, York YO10 5DD, N Yorkshire, England; [Pitchford, Jonathan W.] Univ York, Dept Math, York YO10 5DD, N Yorkshire, England","James, A (corresponding author), Univ Canterbury, Biomath Res Ctr, Private Bag 4800, Christchurch 8040, New Zealand.",alex.james@canterbury.ac.nz,"Plank, Michael John/H-8030-2019","Plank, Michael John/0000-0002-7539-3465; James, Alex/0000-0002-1543-7139",Royal Society of New ZealandRoyal Society of New Zealand [08-UOC-034]; University of Canterbury,"We thank D. Franks, D. Kelly, R. Law, D. Stouffer, C. Thomas and J. Tylianakis for discussions and constructive criticisms, and J. Williams for independent verification of numerical results. M. J. P., A. J. and J. W. P. were supported by the Royal Society of New Zealand Marsden Fund, grant number 08-UOC-034. J. W. P. acknowledges the support of the University of Canterbury Erskine Programme.",,21,116,123,2,126,NATURE PUBLISHING GROUP,LONDON,"MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",0028-0836,,,NATURE,Nature,jul. 12,2012,487,7406,,,,,227,230,,,,4,Multidisciplinary Sciences,Science & Technology - Other Topics,972LP,22722863,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000402352900018,Spatio-ecological complexity measures in GRASS GIS,10.1016/j.cageo.2016.05.006,Emma_scrape,J,"Rocchini, D; Petras, V; Petrasova, A; Chemin, Y; Ricotta, C; Frigeri, A; Landa, M; Marcantonio, M; Bastin, L; Metz, M; Delucchi, L; Neteler, M",,,,"Rocchini, Duccio; Petras, Vaclav; Petrasova, Anna; Chemin, Yann; Ricotta, Carlo; Frigeri, Alessandro; Landa, Martin; Marcantonio, Matteo; Bastin, Lucy; Metz, Markus; Delucchi, Luca; Neteler, Markus",,,COMPUTERS & GEOSCIENCES,,,English,Article,,,,,,Free and Open Source Software; Remote sensing; Spatial complexity; Spatial ecology,DIVERSITY; LANDSCAPES; MODELS,"Good estimates of ecosystem complexity are essential for a number of ecological tasks: from biodiversity estimation, to forest structure variable retrieval, to feature extraction by edge detection and generation of multifractal surface as neutral models for e.g. feature change assessment. Hence, measuring ecological complexity over space becomes crucial in macroecology and geography. Many geospatial tools have been advocated in spatial ecology to estimate ecosystem complexity and its changes over space and time. Among these tools, free and open source options especially offer opportunities to guarantee the robustness of algorithms and reproducibility. In this paper we will summarize the most straightforward measures of spatial complexity available in the Free and Open Source Software GRASS GIS, relating them to key ecological patterns and processes. (C) 2016 Elsevier Ltd. All rights reserved.","[Rocchini, Duccio; Marcantonio, Matteo; Metz, Markus; Delucchi, Luca] Fdn Edmund Mach, Dept Biodivers & Mol Ecol, Res & Innovat Ctr, Via E Mach 1, I-38010 San Michele All Adige, TN, Italy; [Petras, Vaclav; Petrasova, Anna] North Carolina State Univ, Dept Marine Earth & Atmospher Sci, 2800 Faucette Dr, Raleigh, NC 27695 USA; [Petras, Vaclav; Petrasova, Anna] North Carolina State Univ, Ctr Geospatial Analyt, 2800 Faucette Dr, Raleigh, NC 27695 USA; [Chemin, Yann] IWMI, Res Div, Pelawatta, Sri Lanka; [Ricotta, Carlo] Univ Roma La Sapienza, Dept Environm Biol, I-00185 Rome, Italy; [Frigeri, Alessandro] IAPS, Ist Nazl Astrofis INAF, Via Fosso Cavaliere 100, I-00133 Rome, Italy; [Landa, Martin] Czech Tech Univ, Dept Geomat, Prague 16629, Czech Republic; [Marcantonio, Matteo] Tech Univ Berlin, Geoinformat Environm Planning Lab, Berlin, Germany; [Bastin, Lucy] Aston Univ, Sch Comp Sci, Birmingham, W Midlands, England; [Neteler, Markus] Mundialis GmbH & Co KG, Kolnstr 99, D-53111 Bonn, Germany; [Bastin, Lucy] European Commiss, Joint Res Ctr, Brussels, Belgium","Rocchini, D (corresponding author), Fdn Edmund Mach, Dept Biodivers & Mol Ecol, Res & Innovat Ctr, Via E Mach 1, I-38010 San Michele All Adige, TN, Italy.",ducciorocchini@gmail.com,"Frigeri, Alessandro/K-9679-2019; marcantonio, matteo/B-3140-2013; Neteler, Markus/C-6328-2008","Frigeri, Alessandro/0000-0002-9140-3977; Neteler, Markus/0000-0003-1916-1966; RICOTTA, Carlo/0000-0003-0818-3959; Bastin, Lucy/0000-0003-1321-0800; Petrasova, Anna/0000-0002-5120-5538; Petras, Vaclav/0000-0001-5566-9236","EU BON (Building the European Biodiversity Observation Network) project - European Union under the 7th Framework programme [308454]; ERANET BioDiversa FP7 project DIARS - European Union; Life project Future For CoppiceS; Autonomous Province of Trento (Italy), Research funds for Grandi Progetti, Project LExEM; FIRS > T (FEM International Research School and Trentino)","We are grateful to the Handling Editor E. Pebesma and two anonymous reviewers who provided useful insights of a previous version of this paper. Duccio Rocchini was partially supported by the EU BON (Building the European Biodiversity Observation Network) project, funded by the European Union under the 7th Framework programme (Contract No. 308454), by the ERANET BioDiversa FP7 project DIARS, funded by the European Union and by the Life project Future For CoppiceS. Markus Neteler and Markus Metz were partially funded by the Autonomous Province of Trento (Italy), Research funds for Grandi Progetti, Project LExEM (Laboratory of excellence for epidemiologyand modelling, http:// www.lexem.eu). The PhD Scholarship to Matteo Marcantonio is supported by FIRS > T (FEM International Research School and Trentino).",,50,6,6,0,28,PERGAMON-ELSEVIER SCIENCE LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND",0098-3004,1873-7803,,COMPUT GEOSCI-UK,Comput. Geosci.,JUL,2017,104,,,,,,166,176,,,,11,"Computer Science, Interdisciplinary Applications; Geosciences, Multidisciplinary",Computer Science; Geology,EW2VA,,Green Accepted,,,9/23/21,,,
Search_1,Ecological complexity,WOS_A1991FC75000045,CAN DYNAMIC OPTIMIZATION COPE WITH ECOLOGICAL COMPLEXITY,10.1017/S0140525X00065493,Emma_scrape,J,"FOCARDI, S",,,,"FOCARDI, S",,,BEHAVIORAL AND BRAIN SCIENCES,,,English,Article,,,,,,,EVOLUTIONARY,,,"FOCARDI, S (corresponding author), IST NAZL BIOL SELVAGGINA, VIA CA FORNACETTA 9, I-40064 OZZANO DELL EMILIA, ITALY.",,,,,,,8,0,0,0,2,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0140-525X,1469-1825,,BEHAV BRAIN SCI,Behav. Brain Sci.,MAR,1991,14,1,,,,,98,98,,,,1,"Psychology, Biological; Behavioral Sciences; Neurosciences",Psychology; Behavioral Sciences; Neurosciences & Neurology,FC750,,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000370070900124,Social ecological complexity and resilience processes,10.1017/S0140525X14001721,Emma_scrape,J,"Ungar, M",,,,"Ungar, Michael",,,BEHAVIORAL AND BRAIN SCIENCES,,,English,Editorial Material,,,,,,,,"A social ecological model of resilience avoids the reductionism of simple explanations of the complex and multisystemic processes associated with well-being in contexts of adversity. There is evidence that when stressors are abnormally high, environmental factors account for more of an individual's resilience than do individual traits or cognitions. In this commentary, a social ecological model of resilience is discussed.","[Ungar, Michael] Dalhousie Univ, Resilience Res Ctr, Halifax, NS B3H 4R2, Canada","Ungar, M (corresponding author), Dalhousie Univ, Resilience Res Ctr, Halifax, NS B3H 4R2, Canada.",michael.ungar@dal.ca,"Ungar, Michael/O-8565-2018","Ungar, Michael/0000-0003-0431-347X",,,,0,9,9,0,16,CAMBRIDGE UNIV PRESS,NEW YORK,"32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA",0140-525X,1469-1825,,BEHAV BRAIN SCI,Behav. Brain Sci.,,2015,38,,,,,,,,e124,,,2,"Psychology, Biological; Behavioral Sciences; Neurosciences",Psychology; Behavioral Sciences; Neurosciences & Neurology,DD6YO,26786238,,,,9/23/21,,,
Search_1,Ecological complexity,WOS_000482712400019,A wider view of assessments of ecosystem services in coastal areas: the perspective of social-ecological complexity,10.5751/ES-10883-240224,Emma_scrape,J,"Sole, L; Ariza, E",,,,"Sole, Liliana; Ariza, Eduard",,,ECOLOGY AND SOCIETY,,,English,Article,,,,,,coastal ecosystem services; coastal social-ecological complexity; coproduction; human well-being; power; systematic literature review,ENVIRONMENTAL JUSTICE; CONCEPTUAL-FRAMEWORK; CHALLENGES; DEMAND; FLOWS; VALUATION; VALUES; COPRODUCTION; UNCERTAINTY; GOVERNANCE,"Through complex interactions and feedback processes between coastal ecological and social components at different temporal and spatial scales, coastal environments coproduce a range of ecosystem services (ES) and benefit different social groups. In these highly populated areas, multiple actors, interests, and activities coexist, leading to intensified conflicts between stakeholders. The research presented here aims to understand how coastal social-ecological complexity is studied within coastal ES literature. A systematic review of the literature consisting of 199 manuscripts was performed using the PRISMA method (Preferred Reporting Items for Systematic Reviews and Meta-Analyses). The results show that coastal ES research has been focused on understanding ecological processes for ES provision and value. Hence, coastal ES studies fall short of considering the social components and social-ecological interactions of coastal systems: ES flows, demand, coproduction, power relations, institutions and governance, temporal and spatial scales, value pluralism, uncertainty, and human well-being multidimensions and distribution. The partial integration of social-ecological complexity within coastal ES research limits coastal ES management because nonlinear interactions among social and ecological components are not well understood, particularly stakeholders' relations, their roles, and the links to ES. Finally, we propose a conceptual framework that integrates the gaps identified during the review. The framework places coproduction and power relations as the core factors of assessments of coastal ES, as means to understand complex, nonlinear social-ecological interactions and feedback processes. Hence, it also provides necessary tools to address normative issues of coastal management such as control, access, trade-offs, and benefits.","[Sole, Liliana; Ariza, Eduard] Univ Autonoma Barcelona, Dept Geog, Barcelona, Spain","Sole, L (corresponding author), Univ Autonoma Barcelona, Dept Geog, Barcelona, Spain.",,"Sole, Liliana/AAB-3030-2020",,POLICLIMA project [CSO2016-76842-C2-1-R]; Agencia de Gestio d'Ajuts Universitaris [FI-2017]; Ramon y Cajal contract from the Ministerio de Economia y Competitividad [RYC-2013-13392],This research was carried out under the framework of POLICLIMA project (CSO2016-76842-C2-1-R). The first author was supported by a PhD grant (FI-2017) from the Agencia de Gestio d'Ajuts Universitaris. The second author was supported by Ramon y Cajal contract (RYC-2013-13392) from the Ministerio de Economia y Competitividad.,,91,7,7,1,9,RESILIENCE ALLIANCE,WOLFVILLE,"ACADIA UNIV, BIOLOGY DEPT, WOLFVILLE, NS B0P 1X0, CANADA",1708-3087,,,ECOL SOC,Ecol. Soc.,JUL,2019,24,2,,,,,,,24,,,19,Ecology; Environmental Studies,Environmental Sciences & Ecology,IT2VT,,"Green Published, Green Submitted, gold",,,9/23/21,,,
